texto_estandar,fecha_detectada,lugar,longitud_tokens,verbo_principal,cambios,es_ambiguo,es_fecha_default,id_original
Crear un checklist de suplementos.,2026-02-21T00:00:00,,6,Crear,[],False,True,452
Registrar el corte de uñas y archivar la evidencia.,2026-02-21T00:00:00,,12,Registrar,"[""Se agregó 'el' antes de 'corte de uñas' para mayor claridad."", ""Se agregó 'la' antes de 'evidencia' para mayor claridad.""]",False,True,453
Registrar la sesión de meditación completada.,2026-02-21T00:00:00,,8,Registrar,[],False,True,454
Registrar el meal prep realizado,2026-02-21T00:00:00,,5,Registrar,[],False,True,455
Reflexionar sobre los resultados de la consulta dental.,2026-02-21T00:00:00,,10,Reflexionar,"[""Se agregó 'los' antes de 'resultados' para mayor claridad.""]",False,True,456
Programar una sesión de meal prep.,2026-02-21T00:00:00,,7,Programar,['Reformulación para mayor claridad y naturalidad.'],False,True,457
Anotar dudas sobre hidratación.,2026-02-21T00:00:00,,6,Anotar,[],False,True,458
Hacer check-in posterior al chequeo médico.,2026-02-21T00:00:00,,8,Hacer,['Reformulación para mayor claridad y naturalidad.'],False,True,459
Actualizar la rutina de cuidado personal y registrar la evidencia.,2026-02-21T00:00:00,,14,Actualizar,"[""Se agregó 'la' antes de 'evidencia' para mayor claridad.""]",False,True,460
Asistir a la cita de corte de uñas,2026-02-21T00:00:00,,8,Asistir,"[""Se agregó 'la' antes de 'cita' para mayor claridad.""]",False,True,461
Dar seguimiento a mi entrenamiento semanal.,2026-02-21T00:00:00,,8,Dar,[],False,True,462
Configurar un plan nutricional y archivar el registro.,2026-02-21T00:00:00,,10,Configurar,"[""Se agregó 'un' antes de 'plan nutricional' para mayor claridad."", ""Se agregó 'el' antes de 'registro' para mayor claridad.""]",False,True,463
Actualizar la rutina de sueño en Notion,2026-02-21T00:00:00,,8,Actualizar,"[""Se agregó 'la' antes de 'rutina'"", ""Se cambió 'sueno' por 'sueño'""]",False,True,464
Evaluar la calidad de mi descanso.,2026-02-21T00:00:00,,7,Evaluar,[],False,True,465
Registrar notas sobre la hidratación.,2026-02-21T00:00:00,,7,Registrar,[],False,True,466
Actualizar el registro de vitaminas.,2026-02-21T00:00:00,,6,Actualizar,[],False,True,467
Renovar las vitaminas usando la checklist.,2026-02-21T00:00:00,,10,Renovar,"[""Se agregó 'las' antes de 'vitaminas' para mayor claridad.""]",False,True,468
Preparar la ropa deportiva para la semana,2026-02-21T00:00:00,,8,Preparar,[],False,True,469
Programar análisis clínicos.,2026-02-21T00:00:00,,4,Programar,"[""Se eliminó 'esta semana' para mayor claridad temporal.""]",False,True,470
Completar la rutina de skincare.,2026-02-21T00:00:00,,6,Completar,"[""Se eliminó 'hoy' y se ajustó la frase para mayor claridad.""]",False,True,471
Realizar una sesión guiada de descanso.,2026-02-21T00:00:00,,7,Realizar,[],False,True,472
Ir a la farmacia,2026-02-21T00:00:00,farmacia,5,Ir,[],False,True,473
Guardar el comprobante de la cita médica.,2026-02-21T00:00:00,,10,Guardar,"[""Se agregó el artículo 'el' antes de 'comprobante' y 'la' antes de 'cita' para mayor claridad.""]",False,True,474
Comprar snacks saludables.,2026-02-21T00:00:00,,4,Comprar,"[""Reformulación de 'lista de snacks saludables para comprar' a 'Comprar snacks saludables.'""]",False,True,475
Definir una rutina de skincare.,2026-02-21T00:00:00,,6,Definir,[],False,True,476
Registrar el seguimiento de hidratación.,2026-02-21T00:00:00,,7,Registrar,[],False,True,477
Registrar la meditación realizada hoy.,2026-02-21T00:00:00,,7,Registrar,[],False,True,478
Reflexionar sobre las próximas vacunas necesarias.,2026-02-21T00:00:00,,8,Reflexionar,"[""Se agregó 'las' para mayor claridad.""]",False,True,479
Reflexionar sobre las vacunas.,2026-02-21T00:00:00,,5,Reflexionar,[],False,True,480
Asistir a la cita con el dentista.,2026-05-28T10:30:00,,8,Asistir,['Reformulación de la frase para mayor claridad y naturalidad.'],False,False,481
Agendar consulta de oftalmología a las 20:00,2026-02-25T20:00:00,,8,Agendar,"['Reformulación para claridad y naturalidad', 'Extracción de la fecha y hora']",False,False,482
Agendar sesión de fisioterapia el 2026-05-22 a las 09:30 por 45 minutos.,2026-05-22T09:30:00,,15,Agendar,"['Reformulación de la frase para mayor claridad', 'Ajuste de la hora y duración']",False,False,483
Consultar oftalmología el 2026-07-07 a las 16:00,2026-07-07T16:00:00,,8,Consultar,"['Reformulación de la frase para mayor claridad', 'Eliminación de información redundante sobre duración']",False,False,484
Consultar oftalmología el 2023-10-06 a las 15:00.,2023-10-06T15:00:00,,10,Consultar,"['Reformulación de la frase para mayor claridad', 'Eliminación de información sobre el cambio de fecha']",False,False,485
Agendar cita con el nutriologo a las 9:00,2026-03-07T09:00:00,,10,Agendar,"['Reformulación de la frase para mayor claridad', 'Extracción de la hora y cálculo de la fecha']",False,False,486
Agendar cita con el dentista,2027-09-13T19:00:00,,7,Agendar,"['Reformulación de la frase para claridad', 'Eliminación de información redundante sobre el año']",False,False,487
Agendar cita con el ginecólogo para el 2026-02-23 a las 09:30.,2026-02-23T09:30:00,,15,Agendar,['Se eliminó la ambigüedad sobre la fecha de reprogramación y se estableció una fecha concreta.'],False,False,488
Entregar la presentación al conmutador para el simulacro.,2026-02-21T00:00:00,,14,Entregar,[],False,True,489
Cargar órdenes de trabajo en el sistema.,2026-02-21T00:00:00,,8,Cargar,[],False,True,490
Mandar el roster del weekend support todos los jueves.,2026-02-23T00:00:00,,10,Mandar,['Reformulación para mayor claridad y naturalidad.'],False,True,491
Llegar al servicio social,2026-02-21T00:00:00,,5,Llegar,[],False,True,492
Checar las credenciales en el filtro y asegurarme de los pagos pendientes de los atletas.,2026-02-21T00:00:00,,19,Checar,['Reformulación para mayor claridad y naturalidad.'],False,True,493
Llegar a la universidad,2026-02-21T00:00:00,universidad,5,Llegar,[],False,True,494
Iniciar juntas,2026-02-21T00:00:00,,3,Iniciar,[],False,True,495
Terminar el reporte de ventas.,2026-02-21T00:00:00,,5,Terminar,[],False,True,496
Actualizar el perfil de LinkedIn.,2026-02-21T00:00:00,,6,Actualizar,"[""Se agregó 'el perfil de' para mayor claridad.""]",False,True,497
Contestar los correos pendientes.,2026-02-21T00:00:00,,5,Contestar,[],False,True,498
Investigar y documentar las mejores prácticas para el resumen ejecutivo.,2026-02-21T00:00:00,,14,Investigar,"[""Se agregó 'las' antes de 'mejores prácticas' para mayor claridad.""]",False,True,499
Revisar la presentación antes de la entrega.,2026-02-21T00:00:00,,10,Revisar,"[""Se agregó 'la' antes de 'presentación' para mayor claridad."", ""Se añadió 'antes de la entrega' para completar la acción.""]",False,True,500
Enviar la práctica en Notion y confirmar el envío.,2026-02-21T00:00:00,,12,Enviar,"[""Se agregó 'la' antes de 'práctica' para mayor claridad."", ""Se ajustó 'confirmar envio' a 'confirmar el envío'.""]",False,True,501
Registrar la salida de PR.,2026-02-21T00:00:00,,6,Registrar,[],False,True,502
Definir un plan de acción para el proyecto.,2026-02-21T00:00:00,,10,Definir,['Reformulación para mayor claridad y naturalidad.'],False,True,503
Documentar el resumen semanal del proyecto.,2026-02-21T00:00:00,,8,Documentar,[],False,True,504
Llamar para organizar archivos pendientes.,2026-02-21T00:00:00,,7,Llamar,[],False,True,505
Anotar ideas para el roadmap profesional.,2026-02-21T00:00:00,,8,Anotar,[],False,True,506
Entregar el PR y notificar al equipo.,2026-02-21T00:00:00,,10,Entregar,"[""Se agregó 'el' antes de 'PR' para mayor claridad."", 'Se mantuvo la estructura original de la acción.']",False,True,507
Organizar ejercicios de Python y archivarlos.,2026-02-21T00:00:00,,8,Organizar,[],False,True,508
Definir la configuración de seguridad 2FA.,2026-02-21T00:00:00,,7,Definir,[],False,True,509
Llamar para hacer seguimiento al pipeline.,2026-02-21T00:00:00,,10,Llamar,['Reformulación para mayor claridad y naturalidad.'],False,True,510
Validar el evento programado.,2026-02-21T00:00:00,,5,Validar,['Reformulación para mayor claridad y naturalidad.'],False,True,511
Optimizar el plan de acción actual.,2026-02-21T00:00:00,,7,Optimizar,[],False,True,512
Definir las métricas clave del proyecto.,2026-02-21T00:00:00,,8,Definir,[],False,True,513
Revisar el avance de la práctica asignada.,2026-02-21T00:00:00,,10,Revisar,"[""Se agregó el artículo 'la' antes de 'práctica' para mayor claridad.""]",False,True,514
Documentar la tarea del diplomado.,2026-02-21T00:00:00,,7,Documentar,[],False,True,515
Confirmar el ticket de soporte abierto.,2026-02-21T00:00:00,,7,Confirmar,[],False,True,516
Definir el alcance de EDA.,2026-02-21T00:00:00,,6,Definir,[],False,True,517
Definir prioridades de productividad semanal.,2026-02-21T00:00:00,,6,Definir,[],False,True,518
Registrar el pipeline y archivar la documentación.,2026-02-21T00:00:00,,10,Registrar,"[""Se agregó el artículo 'el' antes de 'pipeline' y 'la' antes de 'documentación'.""]",False,True,519
Reunir al equipo del proyecto,2026-02-21T00:00:00,,6,Reunir,"[""Reformulación de 'reunion con el equipo del proyecto' a 'Reunir al equipo del proyecto'""]",False,True,520
Definir una estrategia para optimizar LinkedIn.,2026-02-21T00:00:00,,10,Definir,[],False,True,521
Enviar seguimiento por correo.,2026-02-21T00:00:00,,5,Enviar,[],False,True,522
Actualizar el backlog antes de las 18:00.,2026-02-21T18:00:00,,10,Actualizar,['Se ajustó la hora a formato de 24 horas.'],False,False,523
Cerrar el proyecto final en Notion,2026-02-21T00:00:00,,7,Cerrar,[],False,True,524
Cerrar el notebook antes de las 18:00.,2026-02-21T00:00:00,,10,Cerrar,['Se ajustó la hora a formato de 24 horas.'],False,True,525
Crear un checklist para el repositorio.,2026-02-21T00:00:00,,8,Crear,[],False,True,526
Revisar y limpiar la presentación final.,2026-02-21T00:00:00,,7,Revisar,[],False,True,527
Cerrar el itinerario del proyecto en Notion.,2026-02-21T00:00:00,Notion,10,Cerrar,[],False,True,528
Definir prioridades mensuales.,2026-02-21T00:00:00,,4,Definir,[],False,True,529
Agendar reunión en Notion para seguimiento,2026-02-21T00:00:00,Notion,8,Agendar,['Reformulación de la frase para mayor claridad y naturalidad'],False,True,530
Dar seguimiento al plan de acción.,2026-02-21T00:00:00,,7,Dar,[],False,True,531
Imprimir documentos y validar con el checklist.,2026-02-21T00:00:00,,10,Imprimir,"[""Se agregó 'el' antes de 'checklist' para mayor claridad.""]",False,True,532
Solicitar plantillas y confirmar la recepción.,2026-02-21T00:00:00,,10,Solicitar,"[""Se agregó 'la' antes de 'recepción' para mayor claridad.""]",False,True,533
Configurar la seguridad 2FA y registrar la evidencia.,2026-02-21T00:00:00,,10,Configurar,"[""Se agregó 'la' antes de 'evidencia' para mayor claridad.""]",False,True,534
Optimizar el EDA según el calendario.,2026-02-21T00:00:00,,8,Optimizar,[],False,True,535
Completar la práctica y registrar el avance.,2026-02-21T00:00:00,,10,Completar,[],False,True,536
Evaluar opciones para el despliegue.,2026-02-21T00:00:00,,7,Evaluar,"[""Se agregó 'el' antes de 'despliegue' para mayor claridad.""]",False,True,537
Agendar sesión 1:1 con mi jefe,2026-02-21T00:00:00,,8,Agendar,[],False,True,538
Explorar opciones de automatización.,2026-02-21T00:00:00,,5,Explorar,[],False,True,539
Reflexionar sobre procesos de automatización.,2026-02-21T00:00:00,,6,Reflexionar,[],False,True,540
Depurar el plan de acción usando la checklist.,2026-02-21T00:00:00,,10,Depurar,"[""Se agregó 'el' antes de 'plan de acción' para mayor claridad."", ""Se agregó 'la' antes de 'checklist' para mayor claridad.""]",False,True,541
Entregar la presentación final.,2026-02-21T00:00:00,,5,Entregar,[],False,True,542
Resolver dudas sobre el plan de acción.,2026-02-21T00:00:00,,8,Resolver,[],False,True,543
Realizar una sesión sobre procesos internos,2026-02-21T00:00:00,,7,Realizar,['Reformulación para mayor claridad y naturalidad'],False,True,544
Anotar ideas de modelado.,2026-02-21T00:00:00,,5,Anotar,[],False,True,545
Subir la tarea del diplomado.,2026-02-21T00:00:00,,7,Subir,[],False,True,546
Confirmar la documentación enviada.,2026-02-21T00:00:00,,5,Confirmar,[],False,True,547
Registrar avances en modelado.,2026-02-21T00:00:00,,5,Registrar,[],False,True,548
Guardar el PR validado con el checklist.,2026-02-21T00:00:00,,10,Guardar,"[""Se agregó 'el' antes de 'PR' para mayor claridad."", ""Se agregó 'con el' antes de 'checklist' para mayor claridad.""]",False,True,549
Dar seguimiento al itinerario del proyecto.,2026-02-21T00:00:00,,8,Dar,[],False,True,550
Definir un sistema personal de productividad.,2026-02-21T00:00:00,,8,Definir,[],False,True,551
Optimizar el inbox zero,2026-02-21T00:00:00,,4,Optimizar,[],False,True,552
Agendar reunión técnica sobre notebook,2026-02-21T00:00:00,,7,Agendar,['Reformulación para mayor claridad y naturalidad'],False,True,553
Configurar el deploy.,2026-02-21T00:00:00,,4,Configurar,"[""Se agregó 'el' antes de 'deploy' para mayor claridad.""]",False,True,554
Llamar sobre el proyecto final,2026-02-21T00:00:00,,6,Llamar,[],False,True,555
Configurar ejercicios de Python.,2026-02-21T00:00:00,,5,Configurar,"[""Se eliminó 'hoy' y se ajustó la frase para mayor claridad.""]",False,True,556
Revisar el avance del plan de acción,2026-02-21T00:00:00,,8,Revisar,[],False,True,557
Actualizar el repositorio.,2026-02-21T00:00:00,,4,Actualizar,"[""Se eliminó 'hoy' ya que se asumió la fecha por defecto.""]",False,True,558
Crear un checklist para el roadmap.,2026-02-21T00:00:00,,7,Crear,[],False,True,559
Revisar el avance en mi portafolio,2026-02-21T00:00:00,,8,Revisar,['Reformulación de la frase para mayor claridad'],False,True,560
Organizar los archivos en Drive,2026-02-21T00:00:00,Drive,6,Organizar,"[""Se agregó 'los' antes de 'archivos' para mayor claridad.""]",False,True,561
Registrar actividades completadas y dejar evidencia.,2026-02-21T00:00:00,,8,Registrar,[],False,True,562
Entregar el resumen ejecutivo.,2026-02-21T00:00:00,,5,Entregar,[],False,True,563
Registrar la salida con recursos humanos.,2026-02-21T00:00:00,,8,Registrar,"[""Se agregó 'la' antes de 'salida' para mayor claridad."", ""Se especificó 'con recursos humanos' para completar la acción.""]",False,True,564
Solicitar la práctica y confirmar la recepción.,2026-02-21T00:00:00,,10,Solicitar,['Reformulación para mayor claridad y naturalidad.'],False,True,565
Anotar las observaciones del proyecto final.,2026-02-21T00:00:00,,8,Anotar,[],False,True,566
Definir la tarea del diplomado.,2026-02-21T00:00:00,,7,Definir,[],False,True,567
Llamar para validar el plan de acción.,2026-02-21T00:00:00,,8,Llamar,[],False,True,568
Explorar la idea de un ticket de soporte.,2026-02-21T00:00:00,,10,Explorar,['Reformulación para mayor claridad'],False,True,569
Planear la lectura del módulo.,2026-02-21T00:00:00,,7,Planear,['Reformulación para mayor claridad y naturalidad.'],False,True,570
Configurar EDA.,2026-02-21T00:00:00,,3,Configurar,[],False,True,571
Llamar al soporte técnico.,2026-02-21T00:00:00,,5,Llamar,[],False,True,572
Optimizar el itinerario en Notion,2026-02-21T00:00:00,,6,Optimizar,[],False,True,573
Investigar el seguimiento efectivo por correo.,2026-02-21T00:00:00,,8,Investigar,[],False,True,574
Actualizar el perfil de LinkedIn.,2026-02-21T00:00:00,,5,Actualizar,['Reformulación para mayor claridad y naturalidad.'],False,True,575
Solicitar la documentación pendiente.,2026-02-21T00:00:00,,5,Solicitar,[],False,True,576
Realizar seguimiento técnico de la notebook,2026-02-21T00:00:00,,7,Realizar,['Reformulación para mayor claridad y naturalidad'],False,True,577
Entregar el plan de acción y dar seguimiento.,2026-02-21T00:00:00,,10,Entregar,['Reformulación para mayor claridad y naturalidad.'],False,True,578
Revisar la tarea del diplomado.,2026-02-21T00:00:00,,7,Revisar,[],False,True,579
Reunir para definir las prioridades del mes.,2026-02-21T00:00:00,,10,Reunir,['Reformulación de la frase para mayor claridad.'],False,True,580
Realizar seguimiento técnico del pipeline,2026-02-21T00:00:00,,7,Realizar,[],False,True,581
Crear un plan de estudio y archivarlo.,2026-02-21T00:00:00,,10,Crear,[],False,True,582
Agendar el pipeline y registrar la evidencia.,2026-02-21T00:00:00,,10,Agendar,"[""Se agregó el artículo 'el' antes de 'pipeline' para mayor claridad.""]",False,True,583
Registrar notas sobre métricas.,2026-02-21T00:00:00,,6,Registrar,[],False,True,584
Realizar un evento de reporte semanal.,2026-02-21T00:00:00,,30,Realizar,[],False,True,585
Entregar la validación final.,2026-02-21T00:00:00,,5,Entregar,[],False,True,586
Reflexionar sobre los avances del proyecto de IA.,2026-02-21T00:00:00,,10,Reflexionar,"[""ajustar 'mi proyecto de ia' a 'el proyecto de IA'""]",False,True,587
Asistir a una clase para mejorar el portafolio.,2026-02-21T00:00:00,,10,Asistir,['Reformulación para mayor claridad y naturalidad.'],False,True,588
Revisar notas sobre el PR enviado.,2026-02-21T00:00:00,,30,Revisar,['Se ajustó la frase para que sea clara y ejecutable.'],False,True,589
Explorar mejoras para lograr inbox zero.,2026-02-21T00:00:00,,8,Explorar,['Reformulación para mayor claridad.'],False,True,590
Realizar una reunión de validación.,2026-02-21T00:00:00,,7,Realizar,[],False,True,591
Organizar el inbox para alcanzar cero correos.,2026-02-21T00:00:00,,10,Organizar,['Reformulación para mayor claridad y naturalidad.'],False,True,592
Agendar reunión sobre automatización,2026-02-21T00:00:00,,6,Agendar,"[""Reformulación de 'reunion sobre automatizacion' a 'Agendar reunión sobre automatización'""]",False,True,593
Investigar la gestión de tickets de soporte.,2026-02-21T00:00:00,,8,Investigar,"[""Se agregó el artículo 'la' para mayor claridad.""]",False,True,594
Registrar el dataset pendiente.,2026-02-21T00:00:00,,5,Registrar,[],False,True,595
Validar la documentación administrativa en el calendario,2026-02-21T00:00:00,,10,Validar,['Reformulación para mayor claridad'],False,True,596
Confirmar las actividades asignadas.,2026-02-21T00:00:00,,5,Confirmar,[],False,True,597
Validar la reunión con el equipo,2026-02-21T00:00:00,,7,Validar,[],False,True,598
Investigar mejoras en el proyecto de IA.,2026-02-21T00:00:00,,8,Investigar,"[""Se agregó el artículo 'el' antes de 'proyecto'"", ""Se capitalizó 'IA'""]",False,True,599
Crear una presentación y dar seguimiento.,2026-02-21T00:00:00,,10,Crear,['Reformulación para mayor claridad y naturalidad.'],False,True,600
Revisar documentos pendientes.,2026-02-21T00:00:00,,4,Revisar,"[""Se eliminó la palabra 'recordatorio' para hacer la instrucción más clara.""]",False,True,601
Confirmar el check-in antes de las 18:00.,2026-02-21T00:00:00,,10,Confirmar,"['ajustar la hora a formato 24 horas', ""agregar artículo 'el' antes de 'check-in'""]",False,True,602
Respaldar archivos.,2026-02-21T00:00:00,,3,Respaldar,"[""Se eliminó 'esta semana' para mayor claridad.""]",False,True,603
Llamar para hacer seguimiento al backlog.,2026-02-21T00:00:00,,10,Llamar,['Reformulación para mayor claridad y naturalidad.'],False,True,604
Realizar una sesión técnica de Python.,2026-02-21T00:00:00,,7,Realizar,['Reformulación para mayor claridad y naturalidad.'],False,True,605
Revisar el seguimiento por correo,2026-02-21T00:00:00,,6,Revisar,[],False,True,606
Organizar validación antes de las 18:00.,2026-02-21T00:00:00,,7,Organizar,"['ajuste de hora a formato 24 horas', 'agregado de punto final']",False,True,607
Confirmar EDA antes de las 18:00.,2026-02-21T00:00:00,,8,Confirmar,['Ajustar la hora a formato de 24 horas.'],False,True,608
Depurar el backlog y registrar la evidencia.,2026-02-21T00:00:00,,10,Depurar,"[""Se agregó el artículo 'el' antes de 'backlog' para mayor claridad.""]",False,True,609
Responder el dataset en Notion,2026-02-21T00:00:00,Notion,6,Responder,[],False,True,610
Armar el reporte semanal y archivarlo.,2026-02-21T00:00:00,,10,Armar,[],False,True,611
Anotar la tarea del diplomado antes de las 18:00.,2026-02-21T00:00:00,,10,Anotar,['Se ajustó la hora a formato de 24 horas.'],False,True,612
Configurar la presentación en Notion,2026-02-21T00:00:00,,6,Configurar,[],False,True,613
Definir prioridades de reunión con el equipo,2026-02-21T00:00:00,,8,Definir,[],False,True,614
Cancelar el repositorio y confirmar la recepción.,2026-02-21T00:00:00,,10,Cancelar,"[""Se agregó el artículo 'el' antes de 'repositorio' y 'la' antes de 'recepción'.""]",False,True,615
Respaldar la organización de archivos.,2026-02-21T00:00:00,,7,Respaldar,"[""Se agregó 'la' antes de 'organización' para mayor claridad.""]",False,True,616
Llamar para hacer seguimiento al backlog.,2026-02-21T00:00:00,,8,Llamar,['Reformulación para mayor claridad y naturalidad.'],False,True,617
Revisar el avance en mi proyecto de IA,2026-02-21T00:00:00,,10,Revisar,['Reformulación para mayor claridad y naturalidad'],False,True,618
Asistir a la clase de seguimiento.,2026-02-21T00:00:00,,7,Asistir,"[""Reformulación de 'clase de seguimiento check in' a 'clase de seguimiento'.""]",False,True,619
Realizar una sesión de ejercicios de Python.,2026-02-21T00:00:00,,8,Realizar,[],False,True,620
Llamar para revisar los respaldos.,2026-02-21T00:00:00,,7,Llamar,"[""Se agregó el artículo 'los' para mayor claridad.""]",False,True,621
Resolver dudas sobre documentos.,2026-02-21T00:00:00,,5,Resolver,[],False,True,622
Resolver dudas sobre mi LinkedIn.,2026-02-21T00:00:00,,7,Resolver,[],False,True,623
Agendar junta de trabajo en Drive,2026-02-21T00:00:00,Drive,7,Agendar,"['Reformulación para mayor claridad', ""Extracción del lugar 'Drive'""]",False,True,624
Reflexionar sobre el resumen ejecutivo.,2026-02-21T00:00:00,,6,Reflexionar,[],False,True,625
Organizar el inbox zero antes de las 18:00.,2026-02-21T18:00:00,,10,Organizar,"['ajustar la hora a formato de 24 horas', ""agregar artículo 'el' antes de 'inbox zero'""]",False,False,626
Ordenar actividades pendientes y archivar.,2026-02-21T00:00:00,,6,Ordenar,[],False,True,627
Crear un checklist preliminar de correos.,2026-02-21T00:00:00,,7,Crear,[],False,True,628
Revisar el seguimiento por correo.,2026-02-21T00:00:00,,7,Revisar,[],False,True,629
Organizar la papelería,2026-02-21T00:00:00,,4,Organizar,[],False,True,630
Revisar el roadmap profesional,2026-02-21T00:00:00,,5,Revisar,[],False,True,631
Organizar la validación antes de las 18:00.,2026-02-21T00:00:00,,10,Organizar,['Se ajustó la frase para mayor claridad y se especificó la hora en formato 24 horas.'],False,True,632
Crear un checklist preliminar del roadmap.,2026-02-21T00:00:00,,8,Crear,[],False,True,633
Definir prioridades de modelado,2026-02-21T00:00:00,,5,Definir,[],False,True,634
Crear un checklist preliminar de documentos.,2026-02-21T00:00:00,,7,Crear,[],False,True,635
Revisar los archivos en Drive.,2026-02-21T00:00:00,Drive,6,Revisar,"[""Agregado artículo 'los' antes de 'archivos'.""]",False,True,636
Confirmar EDA antes de las 18:00.,2026-02-21T00:00:00,,8,Confirmar,['Ajustar la hora a formato de 24 horas.'],False,True,637
Planear la lectura del módulo y archivar las notas.,2026-02-21T00:00:00,,12,Planear,"[""Se agregó 'la' antes de 'lectura' para mayor claridad."", ""Se agregó 'las' antes de 'notas' para mayor claridad.""]",False,True,638
Depurar el backlog y registrar la evidencia.,2026-02-21T00:00:00,,10,Depurar,['Reformulación para mayor claridad y naturalidad.'],False,True,639
Responder el dataset en Notion,2026-02-21T00:00:00,Notion,6,Responder,[],False,True,640
Investigar mejoras para el portafolio.,2026-02-21T00:00:00,,7,Investigar,[],False,True,641
Definir la decisión pendiente de check-in.,2026-02-21T00:00:00,,8,Definir,[],False,True,642
Armar el reporte semanal y archivarlo.,2026-02-21T00:00:00,,10,Armar,[],False,True,643
Etiquetar el repositorio y dejar evidencia.,2026-02-21T00:00:00,,10,Etiquetar,[],False,True,644
Registrar la tarea del diplomado antes de las 18:00.,2026-02-21T00:00:00,,10,Registrar,"['Ajustar la hora a formato de 24 horas', ""Agregar artículo 'la' para mayor claridad""]",False,True,645
Revisar la presentación antes de enviarla.,2026-02-21T00:00:00,,10,Revisar,"[""Se agregó 'la' antes de 'presentación' para mayor claridad."", ""Se añadió 'enviarla' para completar la acción.""]",False,True,646
Crear una lista de seguridad para 2FA.,2026-02-21T00:00:00,,10,Crear,[],False,True,647
Anotar ideas sobre el check in.,2026-02-21T00:00:00,,8,Anotar,"[""Se eliminó 'brain dump' para mayor claridad.""]",False,True,648
Configurar la presentación en Notion,2026-02-21T00:00:00,,6,Configurar,[],False,True,649
