id,creado_en,fecha_vencimiento,canal,texto_original,area,tema,intencion,estado,prioridad,longitud_texto,numero_palabras,tiene_pregunta,tiene_fecha,texto_limpio,texto_estandar,fecha_detectada,lugar,longitud_tokens,verbo_principal,cambios,es_ambiguo,es_fecha_default
385,05/07/2027,11/07/2027,Voz,Sesion mi rutina de domingo,Ocio,Sin asignar,Cita,Pendiente,2,27,5,0,0,sesion mi rutina de domingo,Iniciar sesión de mi rutina de domingo,2026-02-21T00:00:00,,7,Iniciar,['Reformulación para mayor claridad'],False,True
457,17/03/2027,03/04/2027,Texto,Revision con brunch,Ocio,Sin asignar,Cita,Pendiente,1,19,3,0,0,revision con brunch,Revisar durante el brunch,2026-02-21T00:00:00,,5,Revisar,['Se ajustó la frase para que sea más clara y ejecutable.'],False,True
460,23/08/2027,13/09/2027,Texto,Brain dump: mapa,Ocio,Sin asignar,Nota,Pendiente,3,16,3,0,0,brain dump: mapa,Crear un mapa.,2026-02-21T00:00:00,,4,Crear,[],False,True
473,15/12/2026,24/12/2026,Texto,Configurar la brunch hoy,Ocio,Sin asignar,Tarea,Pendiente,1,24,4,0,0,configurar la brunch hoy,Configurar el brunch,2026-02-21T00:00:00,,4,Configurar,['Reformulación para mayor claridad'],False,True
486,05/09/2026,22/09/2026,foto,Reflexionar sobre: mi rutina de domingo,Ocio,Sin asignar,Nota,Pendiente,2,39,6,0,0,reflexionar sobre: mi rutina de domingo,Reflexionar sobre la rutina del domingo,2026-02-21T00:00:00,,7,Reflexionar,['Reformulación para mayor claridad'],False,True
558,07/03/2026,30/03/2026,Voz,Clase de mapa,Ocio,Sin asignar,Cita,Pendiente,4,13,3,0,0,clase de mapa,Asistir a la clase de mapa.,2026-02-21T00:00:00,,7,Asistir,[],False,True
599,06/03/2026,21/03/2026,Voz,"Oigan, clase de tarde de museo en un mes a las 13:00.",Ocio,Hobbies,Cita,Pendiente,1,53,12,0,1,oigan clase de tarde de museo en un mes a las 13:00,Asistir a la clase de tarde de museo.,2026-02-21T13:00:00,museo,8,Asistir,"['Reformulación de la frase para mayor claridad', ""Extracción del lugar 'museo'""]",False,False
600,14/02/2026,20/02/2026,Voz,"Mira, por fa sesion de cine este viernes a las 15:00.",Ocio,Hobbies,Cita,Pendiente,2,53,11,0,1,mira por fa sesion de cine este viernes a las 15:00,Revisar sesión de cine el 2026-02-24 a las 15:00,2026-02-24T15:00:00,,10,Revisar,"['Reformulación de la frase para mayor claridad', 'Incorporación de la fecha y hora exacta']",False,False
601,12/09/2027,12/10/2027,Voz,"Nomas para que no se te vaya, Sesion de paseo al parque el proximo ano el 12 de octubre de 2027 a las 8:30 (30 min).",Ocio,Sin asignar,Cita,Pendiente,1,116,26,0,1,nomas para que no se te vaya sesion de paseo al parque el proximo ano el 12 de octubre de 2027 a las 8:30 30 min,Agendar sesión de paseo al parque.,2027-10-12T08:30:00,parque,8,Agendar,"[""Eliminada la referencia a 'nomas para que no se te vaya'."", 'Reformulada la frase para mayor claridad.']",False,False
602,19/12/2026,27/12/2026,Voz,"A ver, mmm tarde de pintura el 27 de diciembre a las 7:30 (30 min).",Ocio,Hobbies,Cita,Pendiente,3,67,15,0,1,a ver mmm tarde de pintura el 27 de diciembre a las 7:30 30 min,Asistir a la tarde de pintura el 2026-12-27 a las 19:30.,2026-12-27T19:30:00,,15,Asistir,"['Reformulación de la frase para mayor claridad', 'Ajuste de la hora a formato de 24 horas']",False,False
603,25/01/2026,24/02/2026,Voz,Te dejo esto: por fa tarde de museo este martes a las 10:30.,Ocio,Sin asignar,Cita,Pendiente,4,60,13,0,1,te dejo esto: por fa tarde de museo este martes a las 10:30,Visitar el museo a las 10:30,2026-02-21T10:30:00,museo,7,Visitar,"['Reformulación de la frase para mayor claridad', ""Extracción del lugar 'museo'""]",False,False
604,16/03/2026,21/03/2026,Voz,"Oye, por fa paseo al parque en un mes, o sea el 21 de marzo de 2026 a las 14:00.",Ocio,Sin asignar,Cita,Pendiente,3,80,20,0,1,oye por fa paseo al parque en un mes o sea el 21 de marzo de 2026 a las 14:00,Pasear al parque el 2026-03-21 a las 14:00,2026-03-21T14:00:00,parque,10,Pasear,"['Reformulación de la frase para mayor claridad', 'Extracción de la fecha y hora']",False,False
642,11/02/2026,19/02/2026,Voz,"Oye, este... Cita de cine el jueves a las 9:00 (3 hrs).",Ocio,Sin asignar,Cita,Pendiente,2,53,12,0,1,oye este cita de cine el jueves a las 9:00 3 hrs,Agendar cita de cine a las 9:00,2026-02-23T09:00:00,,7,Agendar,"['Reformulación de la frase para mayor claridad', ""Eliminación de '3 hrs' ya que no es necesario""]",False,False
45,18/01/2027,29/01/2027,foto,Comprar regalo de aniversario,Romance,Cita Romantica,Nota,Pendiente,4,29,4,0,0,comprar regalo de aniversario,Comprar un regalo de aniversario.,2026-02-21T00:00:00,,6,Comprar,[],False,True
46,18/03/2027,11/04/2027,Voz,Cena con mi novio,Romance,Cita Romantica,Cita,Pendiente,4,17,4,0,0,cena con mi novio,Cenar con mi novio,2026-02-21T00:00:00,,4,Cenar,[],False,True
47,18/07/2027,04/08/2027,Texto,Hablar sobre planes de mudanza,Romance,Cita Romantica,Nota,Pendiente,2,30,5,0,0,hablar sobre planes de mudanza,Hablar sobre los planes de mudanza.,2026-02-21T00:00:00,,7,Hablar,['Reformulación para mayor claridad.'],False,True
113,01/02/2026,03/02/2026,Texto,Idea: aniversario,Romance,Cita Romantica,Nota,Pendiente,4,17,2,0,0,idea: aniversario,Celebrar el aniversario.,2026-02-21T00:00:00,,3,Celebrar,[],False,True
332,19/06/2026,22/06/2026,Voz,Sesion con date con mi novio,Romance,Cita Romantica,Cita,Pendiente,3,28,6,0,0,sesion con date con mi novio,Agendar sesión con mi novio,2026-02-21T00:00:00,,6,Agendar,"[""Reformulación de 'sesion con date con mi novio' a 'Agendar sesión con mi novio'""]",False,True
433,06/02/2026,28/02/2026,Texto,Solicitar una aniversario y dejar evidencia,Romance,Cita Romantica,Tarea,Pendiente,2,43,6,0,0,solicitar una aniversario y dejar evidencia,Solicitar un aniversario y dejar evidencia.,2026-02-21T00:00:00,,10,Solicitar,[],False,True
462,04/08/2026,10/08/2026,Voz,Anotar mi aniversario en el calendario,Romance,Cita Romantica,Tarea,Pendiente,4,38,6,0,0,anotar mi aniversario en el calendario,Anotar el aniversario en el calendario,2026-02-21T00:00:00,,8,Anotar,[],False,True
478,13/03/2027,25/03/2027,Voz,Idea: date con mi novio,Romance,Cita Romantica,Nota,Pendiente,3,23,5,0,0,idea: date con mi novio,Agendar una cita con mi novio,2026-02-21T00:00:00,,7,Agendar,"[""Reformulación de 'date con mi novio' a 'cita con mi novio'""]",False,True
623,17/11/2026,20/11/2026,Voz,"Super rapido, por fa paseo nocturno este viernes a las 11:30, si se mueve queda para el 20 de noviembre a las 11:30.",Romance,Cita Romantica,Cita,Pendiente,3,116,23,0,1,super rapido por fa paseo nocturno este viernes a las 11:30 si se mueve queda para el 20 de noviembre a las 11:30,Pasear este viernes a las 11:30.,2026-02-24T11:30:00,,7,Pasear,['Se eliminó la parte sobre el 20 de noviembre ya que no es relevante para la acción principal.'],False,False
624,14/10/2026,28/10/2026,Voz,"Mira, tipo planear sorpresa romantica este jueves a las 7:30, si se mueve queda para el 28 de octubre a las 7:30.",Romance,Cita Romantica,Cita,Pendiente,3,113,22,0,1,mira tipo planear sorpresa romantica este jueves a las 7:30 si se mueve queda para el 28 de octubre a las 7:30,Planear una sorpresa romántica para este jueves a las 19:30.,2026-02-23T19:30:00,,12,Planear,"['Reformulación de la frase para mayor claridad', 'Ajuste de la hora a formato de 24 horas']",False,False
625,23/02/2026,24/02/2026,Voz,Te dejo esto: Cita de cena romantica el martes a las 7:00 (2 hrs).,Romance,Cita Romantica,Cita,Pendiente,1,66,14,0,1,te dejo esto: cita de cena romantica el martes a las 7:00 2 hrs,Agendar cita de cena romántica a las 19:00,2026-02-21T19:00:00,,10,Agendar,"[""Reformulación de 'cita de cena romantica el martes a las 7:00 2 hrs' a 'Agendar cita de cena romántica a las 19:00'""]",False,False
626,24/01/2026,21/02/2026,Voz,"Oye, este... literal date night este sabado a las 8:00.",Romance,Cita Romantica,Cita,Pendiente,2,53,10,0,1,oye este literal date night este sabado a las 8:00,Agendar una cita para date night a las 20:00,2026-02-25T20:00:00,,10,Agendar,"[""Reformulación de 'date night este sabado a las 8:00' a 'una cita para date night a las 20:00'""]",False,False
627,24/05/2027,27/05/2027,Voz,"Mira, mmm planear sorpresa romantica el proximo ano, el 27 de mayo de 2027 a las 9:00.",Romance,Cita Romantica,Cita,Pendiente,4,86,17,0,1,mira mmm planear sorpresa romantica el proximo ano el 27 de mayo de 2027 a las 9:00,Planear una sorpresa romántica.,2027-05-27T09:00:00,,5,Planear,['Se eliminó la ambigüedad y se clarificó la acción.'],False,False
628,19/03/2026,31/03/2026,Voz,"Nomas para que no se te vaya, sesion de brunch en pareja para el 31 de marzo de 2026 a las 14:00.",Romance,Cita Romantica,Cita,Pendiente,3,97,22,0,1,nomas para que no se te vaya sesion de brunch en pareja para el 31 de marzo de 2026 a las 14:00,Agendar sesión de brunch en pareja,2026-03-31T14:00:00,,7,Agendar,"['Reformulación de la frase para claridad y ejecución', 'Eliminación de información redundante']",False,False
650,11/02/2026,21/02/2026,Voz,"Oigan, por fa entrega de paseo nocturno este sabado a las 21:00.",Romance,Cita Romantica,Cita,Pendiente,4,64,12,0,1,oigan por fa entrega de paseo nocturno este sabado a las 21:00,Entregar el paseo nocturno.,2026-02-25T21:00:00,,5,Entregar,"['Reformulación de la frase para mayor claridad', 'Extracción de la fecha y hora']",False,False
654,21/03/2026,01/04/2026,Voz,"Nomas para que no se te vaya, rapido brunch en pareja el 1 de abril a las 17:00 (1 hr).",Romance,Cita Romantica,Cita,Pendiente,2,87,20,0,1,nomas para que no se te vaya rapido brunch en pareja el 1 de abril a las 17:00 1 hr,Agendar brunch en pareja,2026-04-01T17:00:00,,5,Agendar,"[""Se eliminó la referencia a 'nomas para que no se te vaya rapido' para mayor claridad."", 'Se ajustó la frase para que sea más natural y ejecutable.']",False,False
1,24/05/2026,20/06/2026,Texto,Recordar que tengo cita con el nutriologo,Salud,Doctor,Cita,Pendiente,3,29,5,0,0,recordar que tengo cita con el nutriologo,Recordar la cita con el nutriologo.,2026-02-21T00:00:00,,8,Recordar,[],False,True
14,26/12/2025,24/01/2026,Texto,Tomar mi medicamento del dia,Salud,Doctor,Tarea,En Progreso,3,18,2,0,0,tomar mi medicamento del dia,Tomar el medicamento del día.,2026-02-21T00:00:00,,7,Tomar,[],False,True
15,29/03/2026,09/04/2026,Texto,Preparar y desayunar algo nutritivo,Salud,Comida y Dieta,Nota,Completada,3,9,1,0,0,preparar y desayunar algo nutritivo,Preparar y desayunar algo nutritivo.,2026-02-21T00:00:00,,7,Preparar,[],False,True
18,18/03/2026,02/04/2026,Voz,Ir al gimnasio segun rutina,Salud,Ejercicio,Nota,En Progreso,3,14,2,0,0,ir al gimnasio segun rutina,Ir al gimnasio según la rutina.,2026-02-21T00:00:00,gimnasio,8,Ir,['Reformulación para mayor claridad'],False,True
23,18/01/2027,26/01/2027,Texto,Preparar mi cafe de la manana,Salud,Comida y Dieta,Tarea,En Progreso,1,16,3,0,0,preparar mi cafe de la manana,Preparar el café de la mañana.,2026-02-21T00:00:00,,7,Preparar,[],False,True
25,29/08/2027,07/09/2027,Voz,Preparar mi comida del dia,Salud,Comida y Dieta,Tarea,Pendiente,4,19,3,0,0,preparar mi comida del dia,Preparar la comida del día,2026-02-21T00:00:00,,6,Preparar,[],False,True
26,31/03/2027,15/04/2027,Texto,Ir al gym segun plan semanal,Salud,Ejercicio,Tarea,Pendiente,1,9,3,0,0,ir al gym segun plan semanal,Ir al gimnasio según el plan semanal.,2026-02-21T00:00:00,gimnasio,10,Ir,['Reformulación para mayor claridad y naturalidad.'],False,True
30,30/10/2027,24/11/2027,Texto,Agendar cita con el dentista esta semana,Salud,Doctor,Cita,Completada,2,28,5,0,0,agendar cita con el dentista esta semana,Agendar una cita con el dentista.,2026-02-21T00:00:00,,8,Agendar,['Reformulación para mayor claridad y naturalidad.'],False,True
31,03/10/2027,24/10/2027,Voz,Comprar vitaminas necesarias,Salud,Doctor,Tarea,En Progreso,2,17,2,0,0,comprar vitaminas necesarias,Comprar las vitaminas necesarias.,2026-02-21T00:00:00,,5,Comprar,[],False,True
69,29/08/2026,27/09/2026,Voz,Ir a la farmacia por medicamentos pendientes,Salud,Doctor,Cita,Pendiente,3,13,2,0,0,ir a la farmacia por medicamentos pendientes,Ir a la farmacia por medicamentos pendientes.,2026-02-21T00:00:00,farmacia,10,Ir,[],False,True
72,02/04/2026,09/04/2026,Texto,Anotar pendientes relacionados con vacunas,Salud,Doctor,Nota,Pendiente,4,19,3,0,0,anotar pendientes relacionados con vacunas,Anotar pendientes relacionados con vacunas.,2026-02-21T00:00:00,,7,Anotar,[],False,True
84,19/02/2026,12/03/2026,Texto,Sesion de entrenamiento programada,Salud,Ejercicio,Cita,Pendiente,2,26,4,0,0,sesion de entrenamiento programada,Programar una sesión de entrenamiento.,2026-02-21T00:00:00,,6,Programar,['Reformulación para mayor claridad y naturalidad.'],False,True
92,09/07/2026,18/07/2026,foto,Preparar ropa deportiva para el entrenamiento,Salud,Ejercicio,Nota,Pendiente,4,28,3,0,0,preparar ropa deportiva para el entrenamiento,Preparar la ropa deportiva para el entrenamiento,2026-02-21T00:00:00,,10,Preparar,[],False,True
112,07/07/2027,28/07/2027,Texto,Organizar mi rutina de skincare y dar seguimiento,Salud,Cuidado Personal,Tarea,Pendiente,1,38,6,0,0,organizar mi rutina de skincare y dar seguimiento,Organizar la rutina de skincare y dar seguimiento.,2026-02-21T00:00:00,,10,Organizar,[],False,True
114,07/12/2026,01/01/2027,Texto,Definir y organizar mi rutina de sueno,Salud,Salud mental,Tarea,Pendiente,3,27,5,0,0,definir y organizar mi rutina de sueno,Definir y organizar mi rutina de sueño.,2026-02-21T00:00:00,,8,Definir,['Reformulación para mayor claridad y naturalidad.'],False,True
119,03/05/2027,29/05/2027,Voz,Registrar suplementos y archivar comprobantes,Salud,Doctor,Tarea,Pendiente,2,35,5,0,0,registrar suplementos y archivar comprobantes,Registrar suplementos y archivar comprobantes.,2026-02-21T00:00:00,,7,Registrar,[],False,True
120,14/04/2027,13/05/2027,Texto,Revisar y renovar medicamentos necesarios,Salud,Doctor,Tarea,Pendiente,4,19,3,0,0,revisar y renovar medicamentos necesarios,Revisar y renovar los medicamentos necesarios.,2026-02-21T00:00:00,,8,Revisar,"[""Se agregó 'los' antes de 'medicamentos' para mayor claridad.""]",False,True
121,13/02/2027,14/02/2027,Voz,Evaluar como esta funcionando mi rutina de sueno,Salud,Salud mental,Tarea,Pendiente,1,25,5,0,0,evaluar como esta funcionando mi rutina de sueno,Evaluar cómo está funcionando mi rutina de sueño.,2026-02-21T00:00:00,,10,Evaluar,['Reformulación para mayor claridad y naturalidad.'],False,True
124,27/03/2026,28/03/2026,foto,Confirmar recepcion de mis vitaminas,Salud,Doctor,Tarea,Pendiente,4,43,6,0,0,confirmar recepcion de mis vitaminas,Confirmar la recepción de mis vitaminas.,2026-02-21T00:00:00,,8,Confirmar,['Reformulación para mayor claridad y naturalidad.'],False,True
141,26/03/2026,29/03/2026,Texto,Preparar ropa deportiva para manana,Salud,Ejercicio,Nota,Pendiente,3,28,3,0,0,preparar ropa deportiva para manana,Preparar ropa deportiva,2026-02-21T00:00:00,,4,Preparar,[],False,True
148,23/09/2026,04/10/2026,Texto,Anotar ideas para mejorar mi descanso,Salud,Salud mental,Nota,Pendiente,3,20,3,0,0,anotar ideas para mejorar mi descanso,Anotar ideas para mejorar el descanso,2026-02-21T00:00:00,,10,Anotar,[],False,True
149,08/10/2027,24/10/2027,Voz,Investigar mejores practicas de cuidado personal,Salud,Cuidado Personal,Nota,Pendiente,4,37,5,0,0,investigar mejores practicas de cuidado personal,Investigar mejores prácticas de cuidado personal.,2026-02-21T00:00:00,,7,Investigar,[],False,True
150,23/10/2026,18/11/2026,Texto,Preparar temas para comentar en mi cita medica,Salud,Doctor,Nota,Pendiente,3,23,4,0,0,preparar temas para comentar en mi cita medica,Preparar temas para comentar en la cita médica.,2026-02-21T00:00:00,,10,Preparar,"[""Se agregó 'la' antes de 'cita médica' para mayor claridad.""]",False,True
151,12/10/2027,02/11/2027,Voz,Reflexionar sobre mi salud mental,Salud,Salud mental,Nota,Pendiente,1,27,5,0,0,reflexionar sobre mi salud mental,Reflexionar sobre mi salud mental.,2026-02-21T00:00:00,,6,Reflexionar,[],False,True
177,16/03/2026,25/03/2026,Texto,Crear checklist para mejorar mi descanso,Salud,Salud mental,Nota,Pendiente,1,28,3,0,0,crear checklist para mejorar mi descanso,Crear un checklist para mejorar el descanso.,2026-02-21T00:00:00,,10,Crear,[],False,True
184,31/08/2027,03/09/2027,Texto,Pagar analisis clinicos y registrarlo en calendario,Salud,Doctor,Tarea,Pendiente,4,43,7,0,0,pagar analisis clinicos y registrarlo en calendario,Pagar el análisis clínico y registrarlo en el calendario.,2026-02-21T00:00:00,,15,Pagar,"[""Agregado artículo 'el' antes de 'análisis clínico'"", 'Reformulada la frase para mayor claridad']",False,True
185,16/02/2027,12/03/2027,Voz,Coordinar meal prep por llamada,Salud,Comida y Dieta,Cita,Pendiente,3,19,4,0,0,coordinar meal prep por llamada,Coordinar la preparación de comidas por llamada.,2026-02-21T00:00:00,,10,Coordinar,['Reformulación para mayor claridad y naturalidad.'],False,True
187,10/05/2026,18/05/2026,Voz,Agendar cita de nutricion y guardar registro,Salud,Doctor,Tarea,Pendiente,4,31,5,0,0,agendar cita de nutricion y guardar registro,Agendar una cita de nutrición y guardar el registro.,2026-02-21T00:00:00,,14,Agendar,"[""Se agregó 'una' antes de 'cita' para mayor claridad."", ""Se cambió 'nutricion' a 'nutrición' para corregir la ortografía."", ""Se agregó 'el' antes de 'registro' para mayor claridad.""]",False,True
189,17/08/2027,25/08/2027,Voz,Asistir a consulta dental,Salud,Doctor,Cita,Pendiente,4,16,3,0,0,asistir a consulta dental,Asistir a la consulta dental,2026-02-21T00:00:00,,6,Asistir,[],False,True
202,19/02/2026,21/03/2026,Voz,Preparar lista de preguntas para consulta dental,Salud,Doctor,Nota,Pendiente,3,25,4,0,0,preparar lista de preguntas para consulta dental,Preparar la lista de preguntas para la consulta dental.,2026-02-21T00:00:00,,12,Preparar,"[""Se agregó 'la' antes de 'lista' para mayor claridad.""]",False,True
206,14/07/2027,18/07/2027,Texto,Anotar ideas para mejorar mi entrenamiento,Salud,Ejercicio,Nota,Pendiente,2,22,3,0,0,anotar ideas para mejorar mi entrenamiento,Anotar ideas para mejorar el entrenamiento.,2026-02-21T00:00:00,,10,Anotar,[],False,True
208,06/11/2026,06/12/2026,Voz,Planear snacks saludables de la semana,Salud,Comida y Dieta,Cita,Pendiente,1,15,3,0,0,planear snacks saludables de la semana,Planear snacks saludables para la semana,2026-02-21T00:00:00,,7,Planear,"[""Se agregó 'para' para mayor claridad.""]",False,True
215,08/08/2027,12/08/2027,Voz,Definir fecha para proxima cita medica,Salud,Doctor,Nota,Pendiente,3,20,3,0,0,definir fecha para proxima cita medica,Definir la fecha para la próxima cita médica.,2026-02-21T00:00:00,,10,Definir,['Reformulación para mayor claridad'],False,True
227,30/01/2026,04/02/2026,Texto,Revisar cuando necesito corte de unas,Salud,Cuidado Personal,Cita,Pendiente,3,22,4,0,0,revisar cuando necesito corte de unas,Revisar cuándo necesito un corte de uñas.,2026-02-21T00:00:00,,10,Revisar,"[""Se ajustó 'corte de unas' a 'corte de uñas' para mayor claridad.""]",False,True
229,16/01/2026,31/01/2026,Voz,Organizar plan diario de hidratacion,Salud,Comida y Dieta,Tarea,Pendiente,4,25,3,0,0,organizar plan diario de hidratacion,Organizar un plan diario de hidratación.,2026-02-21T00:00:00,,8,Organizar,[],False,True
231,09/09/2026,29/09/2026,Texto,Recordatorio de hidratacion durante el dia,Salud,Comida y Dieta,Cita,Pendiente,1,18,2,0,0,recordatorio de hidratacion durante el dia,Recordar hidratarse durante el día.,2026-02-21T00:00:00,,6,Recordar,['Reformulación para mayor claridad y naturalidad.'],False,True
232,01/03/2027,24/03/2027,Voz,Revisar detalles de mi cita medica,Salud,Doctor,Cita,Pendiente,2,20,3,0,0,revisar detalles de mi cita medica,Revisar los detalles de la cita médica.,2026-02-21T00:00:00,,10,Revisar,"[""Se agregó el artículo 'la' antes de 'cita médica' para mayor claridad.""]",False,True
235,18/05/2026,17/06/2026,Texto,Evaluar mi rutina de sueno actual,Salud,Salud mental,Cita,Pendiente,2,24,4,0,0,evaluar mi rutina de sueno actual,Evaluar la rutina de sueño actual.,2026-02-21T00:00:00,,7,Evaluar,[],False,True
246,28/07/2026,07/08/2026,Voz,Anotar ideas de snacks saludables,Salud,Comida y Dieta,Nota,Pendiente,4,18,3,0,0,anotar ideas de snacks saludables,Anotar ideas de snacks saludables.,2026-02-21T00:00:00,,6,Anotar,[],False,True
249,27/02/2027,05/03/2027,Voz,Planear caminatas de la semana,Salud,Ejercicio,Nota,Pendiente,1,17,3,0,0,planear caminatas de la semana,Planear caminatas para la semana,2026-02-21T00:00:00,,6,Planear,['Reformulación para mayor claridad'],False,True
256,15/04/2027,24/04/2027,Texto,Recordar salida en bici,Salud,Ejercicio,Nota,Pendiente,2,18,2,0,0,recordar salida en bici,Recordar salir en bici,2026-02-21T00:00:00,,5,Recordar,['Reformulación para mayor claridad'],False,True
259,07/08/2027,08/08/2027,Texto,Agendar y registrar corte de unas,Salud,Cuidado Personal,Tarea,Pendiente,2,35,7,0,0,agendar y registrar corte de unas,Agendar un corte de uñas,2026-02-21T00:00:00,,6,Agendar,['Reformulación para mayor claridad y naturalidad'],False,True
263,19/10/2026,01/11/2026,Texto,Registrar resultados de consulta dental,Salud,Doctor,Cita,Pendiente,1,25,4,0,0,registrar resultados de consulta dental,Registrar los resultados de la consulta dental.,2026-02-21T00:00:00,,10,Registrar,"[""Se agregó 'los' antes de 'resultados' para mayor claridad."", ""Se añadió 'de la' antes de 'consulta dental' para completar la acción.""]",False,True
272,12/10/2026,09/11/2026,Texto,Reflexionar sobre como me senti en yoga,Salud,Salud mental,Nota,Pendiente,1,23,3,0,0,reflexionar sobre como me senti en yoga,Reflexionar sobre cómo me sentí en yoga.,2026-02-21T00:00:00,,10,Reflexionar,"[""Corregir 'como' a 'cómo' para mayor claridad.""]",False,True
283,27/12/2026,21/01/2027,Voz,Anotar ideas para fortalecer mi salud mental,Salud,Salud mental,Nota,Pendiente,4,21,4,0,0,anotar ideas para fortalecer mi salud mental,Anotar ideas para fortalecer la salud mental.,2026-02-21T00:00:00,,10,Anotar,[],False,True
296,10/10/2026,07/11/2026,Texto,Asistir a cita de vacunacion,Salud,Doctor,Cita,Pendiente,1,18,3,0,0,asistir a cita de vacunacion,Asistir a la cita de vacunación,2026-02-21T00:00:00,,7,Asistir,[],False,True
301,21/05/2026,04/06/2026,Voz,Anotar rutina de estiramientos,Salud,Ejercicio,Nota,Pendiente,2,25,3,0,0,anotar rutina de estiramientos,Anotar la rutina de estiramientos.,2026-02-21T00:00:00,,7,Anotar,[],False,True
305,16/07/2026,13/08/2026,Texto,Comprar productos de cuidado personal,Salud,Cuidado Personal,Tarea,Pendiente,2,27,4,0,0,comprar productos de cuidado personal,Comprar productos de cuidado personal.,2026-02-21T00:00:00,,5,Comprar,[],False,True
310,06/10/2026,13/10/2026,Voz,Registrar snacks en Notion,Salud,Comida y Dieta,Tarea,Pendiente,3,28,5,0,0,registrar snacks en notion,Registrar los snacks en Notion,2026-02-21T00:00:00,,7,Registrar,"[""Se agregó 'los' para mayor claridad"", ""Se especificó 'en Notion'""]",False,True
313,17/05/2026,26/05/2026,foto,Asistir a cita medica programada,Salud,Doctor,Cita,Pendiente,1,20,4,0,0,asistir a cita medica programada,Asistir a la cita médica programada.,2026-02-21T00:00:00,,8,Asistir,"[""Se agregó el artículo 'la' antes de 'cita médica' para mayor claridad.""]",False,True
316,07/11/2027,12/11/2027,Texto,Actividad para cuidar mi salud mental,Salud,Salud mental,Cita,Pendiente,3,23,4,0,0,actividad para cuidar mi salud mental,Cuidar mi salud mental.,2026-02-21T00:00:00,,5,Cuidar,[],False,True
317,13/02/2026,03/03/2026,Texto,Ir a la farmacia hoy,Salud,Doctor,Cita,Pendiente,2,16,2,0,0,ir a la farmacia hoy,Ir a la farmacia,2026-02-21T00:00:00,farmacia,5,Ir,[],False,True
319,20/05/2027,18/06/2027,Voz,Actualizar registro de snacks en Notion,Salud,Comida y Dieta,Tarea,Pendiente,2,26,5,0,0,actualizar registro de snacks en notion,Actualizar el registro de snacks en Notion.,2026-02-21T00:00:00,Notion,8,Actualizar,"[""Se agregó 'el' antes de 'registro'"", ""Se cambió 'notion' a 'Notion' para respetar la capitalización correcta.""]",False,True
322,22/11/2026,25/11/2026,Voz,Definir prioridades para cita medica,Salud,Doctor,Nota,Pendiente,3,27,4,0,0,definir prioridades para cita medica,Definir prioridades para la cita médica.,2026-02-21T00:00:00,,8,Definir,[],False,True
330,13/09/2026,22/09/2026,Texto,Agendar caminata esta semana,Salud,Ejercicio,Tarea,Pendiente,1,19,3,0,0,agendar caminata esta semana,Agendar una caminata.,2026-02-21T00:00:00,,5,Agendar,"[""Reformulación de 'agendar caminata esta semana' a 'Agendar una caminata.'""]",False,True
331,19/04/2026,20/04/2026,Texto,Ir a consulta con el dentista,Salud,Doctor,Cita,Pendiente,2,16,2,0,0,ir a consulta con el dentista,Ir a la consulta con el dentista,2026-02-21T00:00:00,,8,Ir,[],False,True
340,17/02/2027,04/03/2027,Texto,Crear checklist para salida en bici,Salud,Ejercicio,Nota,Pendiente,2,24,3,0,0,crear checklist para salida en bici,Crear un checklist para la salida en bici.,2026-02-21T00:00:00,,10,Crear,[],False,True
351,18/04/2026,03/05/2026,Voz,Planear meal prep semanal,Salud,Comida y Dieta,Nota,Pendiente,1,19,4,0,0,planear meal prep semanal,Planear la preparación de comidas para la semana,2026-02-21T00:00:00,,10,Planear,['Reformulación para mayor claridad y naturalidad'],False,True
353,04/11/2027,13/11/2027,Voz,Registrar vacunas en Notion,Salud,Doctor,Tarea,Pendiente,1,26,5,0,0,registrar vacunas en notion,Registrar las vacunas en Notion,2026-02-21T00:00:00,Notion,6,Registrar,"[""Se agregó 'las' antes de 'vacunas' para mayor claridad.""]",False,True
354,04/03/2026,13/03/2026,Voz,Anotar dudas sobre vitaminas,Salud,Doctor,Nota,Pendiente,4,20,2,0,0,anotar dudas sobre vitaminas,Anotar dudas sobre vitaminas,2026-02-21T00:00:00,,5,Anotar,[],False,True
356,20/01/2026,04/02/2026,Texto,Revisar informacion sobre vitaminas,Salud,Doctor,Cita,Pendiente,1,17,3,0,0,revisar informacion sobre vitaminas,Revisar la información sobre vitaminas.,2026-02-21T00:00:00,,7,Revisar,[],False,True
360,18/12/2027,28/12/2027,Voz,Anotar observaciones sobre vitaminas,Salud,Doctor,Nota,Pendiente,3,21,3,0,0,anotar observaciones sobre vitaminas,Anotar observaciones sobre vitaminas.,2026-02-21T00:00:00,,6,Anotar,[],False,True
361,05/12/2026,11/12/2026,Texto,Listado de vacunas pendientes,Salud,Doctor,Nota,Pendiente,4,17,3,0,0,listado de vacunas pendientes,Revisar las vacunas pendientes.,2026-02-21T00:00:00,,5,Revisar,['Se ajustó la frase para que sea clara y ejecutable.'],False,True
363,10/12/2027,26/12/2027,Texto,Investigar informacion sobre vacunas,Salud,Doctor,Nota,Pendiente,3,28,4,0,0,investigar informacion sobre vacunas,Investigar información sobre vacunas.,2026-02-21T00:00:00,,6,Investigar,[],False,True
